round_id,published_at,public_figure,panelist,outcome,playable
ko-417,2020-03-19T16:45:00-03:00,Eduardo Paes,José Roberto de Toledo,did_not_win,true
ko-417,2020-03-19T16:45:00-03:00,Eduardo Paes,Thais Bilenky,did_not_win,true
ko-417,2020-03-19T16:45:00-03:00,Eduardo Paes,Bernardo Esteves,winner,true
ko-416,2020-03-26T17:09:00-03:00,Kátia Abreu,Fernando de Barros e Silva,did_not_win,true
ko-416,2020-03-26T17:09:00-03:00,Kátia Abreu,José Roberto de Toledo,winner,true
ko-416,2020-03-26T17:09:00-03:00,Kátia Abreu,Bernardo Esteves,did_not_win,true
ko-416,2020-03-26T17:09:00-03:00,Kátia Abreu,Thais Bilenky,did_not_win,true
ko-415,2020-04-02T17:07:00-03:00,Gustavo Schmidt,Fernando de Barros e Silva,winner,true
ko-415,2020-04-02T17:07:00-03:00,Gustavo Schmidt,Malu Gaspar,did_not_win,true
ko-415,2020-04-02T17:07:00-03:00,Gustavo Schmidt,José Roberto de Toledo,did_not_win,true
ko-415,2020-04-02T17:07:00-03:00,Gustavo Schmidt,Bernardo Esteves,did_not_win,true
ko-411,2020-04-09T16:50:00-03:00,Delegado Valdir,Fernando de Barros e Silva,did_not_win,false
ko-411,2020-04-09T16:50:00-03:00,Delegado Valdir,José Roberto de Toledo,did_not_win,false
ko-411,2020-04-09T16:50:00-03:00,Delegado Valdir,Malu Gaspar,did_not_win,false
ko-411,2020-04-09T16:50:00-03:00,Delegado Valdir,Bernardo Esteves,did_not_win,false
ko-408,2020-04-16T16:31:00-03:00,Dante Henrique Mantovani,Fernando de Barros e Silva,winner,true
ko-408,2020-04-16T16:31:00-03:00,Dante Henrique Mantovani,José Roberto de Toledo,did_not_win,true
ko-408,2020-04-16T16:31:00-03:00,Dante Henrique Mantovani,Malu Gaspar,winner,true
ko-408,2020-04-16T16:31:00-03:00,Dante Henrique Mantovani,Bernardo Esteves,did_not_win,true
ko-405,2020-04-23T17:30:00-03:00,Cid Gomes,Fernando de Barros e Silva,did_not_win,true
ko-405,2020-04-23T17:30:00-03:00,Cid Gomes,José Roberto de Toledo,winner,true
ko-405,2020-04-23T17:30:00-03:00,Cid Gomes,Malu Gaspar,winner,true
ko-405,2020-04-23T17:30:00-03:00,Cid Gomes,Bernardo Esteves,did_not_win,true
ko-401,2020-04-30T16:50:00-03:00,Luiz Lima,Fernando de Barros e Silva,did_not_win,false
ko-401,2020-04-30T16:50:00-03:00,Luiz Lima,José Roberto de Toledo,did_not_win,false
ko-401,2020-04-30T16:50:00-03:00,Luiz Lima,Malu Gaspar,did_not_win,false
ko-401,2020-04-30T16:50:00-03:00,Luiz Lima,Bernardo Esteves,did_not_win,false
ko-398,2020-05-07T16:50:00-03:00,Otto Alencar,Fernando de Barros e Silva,did_not_win,true
ko-398,2020-05-07T16:50:00-03:00,Otto Alencar,José Roberto de Toledo,did_not_win,true
ko-398,2020-05-07T16:50:00-03:00,Otto Alencar,Malu Gaspar,winner,true
ko-398,2020-05-07T16:50:00-03:00,Otto Alencar,Bernardo Esteves,did_not_win,true
ko-395,2020-05-14T16:50:00-03:00,Fernando Collor de Mello,Fernando de Barros e Silva,did_not_win,true
ko-395,2020-05-14T16:50:00-03:00,Fernando Collor de Mello,Malu Gaspar,did_not_win,true
ko-395,2020-05-14T16:50:00-03:00,Fernando Collor de Mello,José Roberto de Toledo,winner,true
ko-395,2020-05-14T16:50:00-03:00,Fernando Collor de Mello,Bernardo Esteves,did_not_win,true
ko-388,2020-05-22T10:55:00-03:00,Rafael Greca,Fernando de Barros e Silva,winner,true
ko-388,2020-05-22T10:55:00-03:00,Rafael Greca,Malu Gaspar,did_not_win,true
ko-388,2020-05-22T10:55:00-03:00,Rafael Greca,José Roberto de Toledo,did_not_win,true
ko-388,2020-05-22T10:55:00-03:00,Rafael Greca,Bernardo Esteves,did_not_win,true
ko-384,2020-05-29T11:16:00-03:00,Anitta,Fernando de Barros e Silva,did_not_win,true
ko-384,2020-05-29T11:16:00-03:00,Anitta,Malu Gaspar,winner,true
ko-384,2020-05-29T11:16:00-03:00,Anitta,José Roberto de Toledo,did_not_win,true
ko-384,2020-05-29T11:16:00-03:00,Anitta,Bernardo Esteves,did_not_win,true
ko-381,2020-06-05T10:55:00-03:00,Janaína Paschoal,Fernando de Barros e Silva,did_not_win,true
ko-381,2020-06-05T10:55:00-03:00,Janaína Paschoal,Malu Gaspar,winner,true
ko-381,2020-06-05T10:55:00-03:00,Janaína Paschoal,José Roberto de Toledo,did_not_win,true
ko-381,2020-06-05T10:55:00-03:00,Janaína Paschoal,Bernardo Esteves,did_not_win,true
ko-378,2020-06-12T10:55:00-03:00,Carlos Minc,Fernando de Barros e Silva,did_not_win,true
ko-378,2020-06-12T10:55:00-03:00,Carlos Minc,Malu Gaspar,winner,true
ko-378,2020-06-12T10:55:00-03:00,Carlos Minc,José Roberto de Toledo,did_not_win,true
ko-378,2020-06-12T10:55:00-03:00,Carlos Minc,Bernardo Esteves,did_not_win,true
ko-375,2020-06-19T10:55:00-03:00,Narcisa Tamborindeguy,Fernando de Barros e Silva,did_not_win,false
ko-375,2020-06-19T10:55:00-03:00,Narcisa Tamborindeguy,Malu Gaspar,did_not_win,false
ko-375,2020-06-19T10:55:00-03:00,Narcisa Tamborindeguy,José Roberto de Toledo,did_not_win,false
ko-375,2020-06-19T10:55:00-03:00,Narcisa Tamborindeguy,Bernardo Esteves,did_not_win,false
ko-372,2020-06-26T10:55:00-03:00,Carla Zambelli,Fernando de Barros e Silva,winner,true
ko-372,2020-06-26T10:55:00-03:00,Carla Zambelli,Malu Gaspar,did_not_win,true
ko-372,2020-06-26T10:55:00-03:00,Carla Zambelli,José Roberto de Toledo,did_not_win,true
ko-372,2020-06-26T10:55:00-03:00,Carla Zambelli,Bernardo Esteves,did_not_win,true
ko-369,2020-07-03T11:04:00-03:00,Paulo Marinho,Fernando de Barros e Silva,did_not_win,true
ko-369,2020-07-03T11:04:00-03:00,Paulo Marinho,José Roberto de Toledo,winner,true
ko-369,2020-07-03T11:04:00-03:00,Paulo Marinho,Malu Gaspar,did_not_win,true
ko-369,2020-07-03T11:04:00-03:00,Paulo Marinho,Bernardo Esteves,did_not_win,true
ko-366,2020-07-10T10:50:00-03:00,Antônio Carlos de Almeida Castro,Fernando de Barros e Silva,did_not_win,true
ko-366,2020-07-10T10:50:00-03:00,Antônio Carlos de Almeida Castro,José Roberto de Toledo,did_not_win,true
ko-366,2020-07-10T10:50:00-03:00,Antônio Carlos de Almeida Castro,Malu Gaspar,winner,true
ko-366,2020-07-10T10:50:00-03:00,Antônio Carlos de Almeida Castro,Bernardo Esteves,did_not_win,true
ko-363,2020-07-17T10:50:00-03:00,Renan Santos,Fernando de Barros e Silva,did_not_win,true
ko-363,2020-07-17T10:50:00-03:00,Renan Santos,José Roberto de Toledo,did_not_win,true
ko-363,2020-07-17T10:50:00-03:00,Renan Santos,Bernardo Esteves,winner,true
ko-363,2020-07-17T10:50:00-03:00,Renan Santos,Malu Gaspar,did_not_win,true
ko-360,2020-07-24T10:56:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-360,2020-07-24T10:56:00-03:00,,José Roberto de Toledo,did_not_win,false
ko-360,2020-07-24T10:56:00-03:00,,Malu Gaspar,did_not_win,false
ko-360,2020-07-24T10:56:00-03:00,,Bernardo Esteves,winner,false
ko-357,2020-07-31T11:31:00-03:00,Márcio França,Fernando de Barros e Silva,did_not_win,false
ko-357,2020-07-31T11:31:00-03:00,Márcio França,José Roberto de Toledo,did_not_win,false
ko-357,2020-07-31T11:31:00-03:00,Márcio França,Malu Gaspar,did_not_win,false
ko-357,2020-07-31T11:31:00-03:00,Márcio França,Bernardo Esteves,did_not_win,false
ko-354,2020-08-07T10:50:00-03:00,Márcio França,Fernando de Barros e Silva,did_not_win,false
ko-354,2020-08-07T10:50:00-03:00,Márcio França,José Roberto de Toledo,did_not_win,false
ko-354,2020-08-07T10:50:00-03:00,Márcio França,Malu Gaspar,did_not_win,false
ko-354,2020-08-07T10:50:00-03:00,Márcio França,Bernardo Esteves,did_not_win,false
ko-351,2020-08-14T11:00:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-351,2020-08-14T11:00:00-03:00,,Malu Gaspar,did_not_win,false
ko-351,2020-08-14T11:00:00-03:00,,José Roberto de Toledo,did_not_win,false
ko-351,2020-08-14T11:00:00-03:00,,Bernardo Esteves,did_not_win,false
ko-348,2020-08-21T11:00:00-03:00,Flávio Dino,Fernando de Barros e Silva,did_not_win,true
ko-348,2020-08-21T11:00:00-03:00,Flávio Dino,José Roberto de Toledo,did_not_win,true
ko-348,2020-08-21T11:00:00-03:00,Flávio Dino,Malu Gaspar,winner,true
ko-345,2020-08-28T10:56:00-03:00,Salim Matar,Fernando de Barros e Silva,did_not_win,true
ko-345,2020-08-28T10:56:00-03:00,Salim Matar,Malu Gaspar,did_not_win,true
ko-345,2020-08-28T10:56:00-03:00,Salim Matar,José Roberto de Toledo,winner,true
ko-345,2020-08-28T10:56:00-03:00,Salim Matar,Bernardo Esteves,did_not_win,true
ko-343,2020-09-04T10:29:00-03:00,Cabo Daciolo,Fernando de Barros e Silva,did_not_win,true
ko-343,2020-09-04T10:29:00-03:00,Cabo Daciolo,Malu Gaspar,did_not_win,true
ko-343,2020-09-04T10:29:00-03:00,Cabo Daciolo,José Roberto de Toledo,did_not_win,true
ko-343,2020-09-04T10:29:00-03:00,Cabo Daciolo,Bernardo Esteves,winner,true
ko-339,2020-09-11T11:00:00-03:00,Cabo Daciolo,Fernando de Barros e Silva,did_not_win,false
ko-339,2020-09-11T11:00:00-03:00,Cabo Daciolo,Malu Gaspar,did_not_win,false
ko-339,2020-09-11T11:00:00-03:00,Cabo Daciolo,José Roberto de Toledo,did_not_win,false
ko-339,2020-09-11T11:00:00-03:00,Cabo Daciolo,Bernardo Esteves,did_not_win,false
ko-335,2020-09-18T11:00:00-03:00,Roberto Jefferson,Fernando de Barros e Silva,did_not_win,true
ko-335,2020-09-18T11:00:00-03:00,Roberto Jefferson,José Roberto de Toledo,did_not_win,true
ko-335,2020-09-18T11:00:00-03:00,Roberto Jefferson,Bernardo Esteves,did_not_win,true
ko-335,2020-09-18T11:00:00-03:00,Roberto Jefferson,Malu Gaspar,winner,true
ko-333,2020-09-25T11:00:00-03:00,Delúbio Soares,Fernando de Barros e Silva,did_not_win,false
ko-333,2020-09-25T11:00:00-03:00,Delúbio Soares,José Roberto de Toledo,did_not_win,false
ko-333,2020-09-25T11:00:00-03:00,Delúbio Soares,Malu Gaspar,did_not_win,false
ko-333,2020-09-25T11:00:00-03:00,Delúbio Soares,Bernardo Esteves,did_not_win,false
ko-330,2020-10-02T10:50:00-03:00,João Gordo,Fernando de Barros e Silva,did_not_win,true
ko-330,2020-10-02T10:50:00-03:00,João Gordo,José Roberto de Toledo,winner,true
ko-330,2020-10-02T10:50:00-03:00,João Gordo,Malu Gaspar,did_not_win,true
ko-330,2020-10-02T10:50:00-03:00,João Gordo,Bernardo Esteves,did_not_win,true
ko-328,2020-10-09T10:51:00-03:00,Telmário Mota,Fernando de Barros e Silva,did_not_win,false
ko-328,2020-10-09T10:51:00-03:00,Telmário Mota,José Roberto de Toledo,did_not_win,false
ko-328,2020-10-09T10:51:00-03:00,Telmário Mota,Malu Gaspar,did_not_win,false
ko-327,2020-10-16T11:00:29-03:00,Arthur Weintraub,Fernando de Barros e Silva,did_not_win,true
ko-327,2020-10-16T11:00:29-03:00,Arthur Weintraub,Malu Gaspar,winner,true
ko-327,2020-10-16T11:00:29-03:00,Arthur Weintraub,José Roberto de Toledo,did_not_win,true
ko-326,2020-10-23T10:35:00-03:00,Ênio Tatto,Fernando de Barros e Silva,did_not_win,false
ko-326,2020-10-23T10:35:00-03:00,Ênio Tatto,José Roberto de Toledo,did_not_win,false
ko-326,2020-10-23T10:35:00-03:00,Ênio Tatto,Malu Gaspar,did_not_win,false
ko-324,2020-10-30T11:00:00-03:00,Cidinha Campos,Fernando de Barros e Silva,did_not_win,true
ko-324,2020-10-30T11:00:00-03:00,Cidinha Campos,Bernardo Esteves,did_not_win,true
ko-324,2020-10-30T11:00:00-03:00,Cidinha Campos,Malu Gaspar,winner,true
ko-324,2020-10-30T11:00:00-03:00,Cidinha Campos,José Roberto de Toledo,did_not_win,true
ko-323,2020-11-06T10:50:00-03:00,Waldir Luiz Ferraz,Fernando de Barros e Silva,did_not_win,false
ko-323,2020-11-06T10:50:00-03:00,Waldir Luiz Ferraz,José Roberto de Toledo,did_not_win,false
ko-323,2020-11-06T10:50:00-03:00,Waldir Luiz Ferraz,Malu Gaspar,did_not_win,false
ko-321,2020-11-13T11:11:00-03:00,Levi Fidelix,Fernando de Barros e Silva,did_not_win,true
ko-321,2020-11-13T11:11:00-03:00,Levi Fidelix,Malu Gaspar,did_not_win,true
ko-321,2020-11-13T11:11:00-03:00,Levi Fidelix,José Roberto de Toledo,winner,true
ko-321,2020-11-13T11:11:00-03:00,Levi Fidelix,Thais Bilenky,did_not_win,true
ko-316,2020-11-20T10:47:00-03:00,Gilson Machado,Fernando de Barros e Silva,did_not_win,false
ko-316,2020-11-20T10:47:00-03:00,Gilson Machado,José Roberto de Toledo,did_not_win,false
ko-316,2020-11-20T10:47:00-03:00,Gilson Machado,Malu Gaspar,did_not_win,false
ko-316,2020-11-20T10:47:00-03:00,Gilson Machado,Thais Bilenky,did_not_win,false
ko-316,2020-11-20T10:47:00-03:00,Gilson Machado,Bernardo Esteves,did_not_win,false
ko-315,2020-11-27T11:00:00-03:00,Roberto Requião,Fernando de Barros e Silva,did_not_win,true
ko-315,2020-11-27T11:00:00-03:00,Roberto Requião,Malu Gaspar,did_not_win,true
ko-315,2020-11-27T11:00:00-03:00,Roberto Requião,José Roberto de Toledo,winner,true
ko-311,2020-12-04T10:36:00-03:00,Pompeu de Matos,Fernando de Barros e Silva,did_not_win,false
ko-311,2020-12-04T10:36:00-03:00,Pompeu de Matos,José Roberto de Toledo,did_not_win,false
ko-311,2020-12-04T10:36:00-03:00,Pompeu de Matos,Malu Gaspar,did_not_win,false
ko-310,2020-12-11T10:39:00-03:00,José Genoino,Fernando de Barros e Silva,winner,true
ko-310,2020-12-11T10:39:00-03:00,José Genoino,Malu Gaspar,winner,true
ko-310,2020-12-11T10:39:00-03:00,José Genoino,José Roberto de Toledo,did_not_win,true
ko-309,2020-12-18T11:00:00-03:00,Carlos Marum,Fernando de Barros e Silva,did_not_win,false
ko-309,2020-12-18T11:00:00-03:00,Carlos Marum,José Roberto de Toledo,did_not_win,false
ko-309,2020-12-18T11:00:00-03:00,Carlos Marum,Malu Gaspar,did_not_win,false
ko-308,2021-01-08T11:00:00-03:00,André Janones,Fernando de Barros e Silva,did_not_win,true
ko-308,2021-01-08T11:00:00-03:00,André Janones,José Roberto de Toledo,winner,true
ko-308,2021-01-08T11:00:00-03:00,André Janones,Malu Gaspar,did_not_win,true
ko-307,2021-01-15T10:38:00-03:00,Bibo Nunes,Fernando de Barros e Silva,did_not_win,true
ko-307,2021-01-15T10:38:00-03:00,Bibo Nunes,Malu Gaspar,winner,true
ko-307,2021-01-15T10:38:00-03:00,Bibo Nunes,Thais Bilenky,did_not_win,true
ko-307,2021-01-15T10:38:00-03:00,Bibo Nunes,Bernardo Esteves,did_not_win,true
ko-306,2021-01-22T11:00:00-03:00,Alexandre Frota,Fernando de Barros e Silva,winner,true
ko-306,2021-01-22T11:00:00-03:00,Alexandre Frota,José Roberto de Toledo,winner,true
ko-306,2021-01-22T11:00:00-03:00,Alexandre Frota,Thais Bilenky,winner,true
ko-306,2021-01-22T11:00:00-03:00,Alexandre Frota,Bernardo Mello Franco,winner,true
ko-305,2021-01-29T10:40:00-03:00,Boca Aberta,Fernando de Barros e Silva,did_not_win,true
ko-305,2021-01-29T10:40:00-03:00,Boca Aberta,José Roberto de Toledo,winner,true
ko-305,2021-01-29T10:40:00-03:00,Boca Aberta,Malu Gaspar,did_not_win,true
ko-305,2021-01-29T10:40:00-03:00,Boca Aberta,Bernardo Esteves,did_not_win,true
ko-305,2021-01-29T10:40:00-03:00,Boca Aberta,Thais Bilenky,did_not_win,true
ko-304,2021-02-05T10:30:00-03:00,Supla,Fernando de Barros e Silva,winner,true
ko-304,2021-02-05T10:30:00-03:00,Supla,Thais Bilenky,did_not_win,true
ko-304,2021-02-05T10:30:00-03:00,Supla,José Roberto de Toledo,did_not_win,true
ko-304,2021-02-05T10:30:00-03:00,Supla,Bernardo Esteves,did_not_win,true
ko-303,2021-02-12T10:57:00-03:00,Eduardo Bolsonaro,Fernando de Barros e Silva,did_not_win,true
ko-303,2021-02-12T10:57:00-03:00,Eduardo Bolsonaro,José Roberto de Toledo,did_not_win,true
ko-303,2021-02-12T10:57:00-03:00,Eduardo Bolsonaro,Thais Bilenky,winner,true
ko-303,2021-02-12T10:57:00-03:00,Eduardo Bolsonaro,Bernardo Esteves,did_not_win,true
ko-301,2021-02-19T11:00:00-03:00,Julian Lemos,Fernando de Barros e Silva,did_not_win,true
ko-301,2021-02-19T11:00:00-03:00,Julian Lemos,José Roberto de Toledo,winner,true
ko-301,2021-02-19T11:00:00-03:00,Julian Lemos,Thais Bilenky,did_not_win,true
ko-301,2021-02-19T11:00:00-03:00,Julian Lemos,Bernardo Esteves,did_not_win,true
ko-299,2021-02-26T11:00:00-03:00,Cris Tonieto,Fernando de Barros e Silva,did_not_win,false
ko-299,2021-02-26T11:00:00-03:00,Cris Tonieto,José Roberto de Toledo,did_not_win,false
ko-299,2021-02-26T11:00:00-03:00,Cris Tonieto,Thais Bilenky,did_not_win,false
ko-299,2021-02-26T11:00:00-03:00,Cris Tonieto,Bernardo Esteves,did_not_win,false
ko-297,2021-03-05T11:00:00-03:00,Fernando Collor de Mello,Fernando de Barros e Silva,did_not_win,true
ko-297,2021-03-05T11:00:00-03:00,Fernando Collor de Mello,José Roberto de Toledo,winner,true
ko-297,2021-03-05T11:00:00-03:00,Fernando Collor de Mello,Thais Bilenky,did_not_win,true
ko-294,2021-03-12T11:00:00-03:00,Fernando Henrique Cardoso,Fernando de Barros e Silva,winner,true
ko-294,2021-03-12T11:00:00-03:00,Fernando Henrique Cardoso,José Roberto de Toledo,winner,true
ko-294,2021-03-12T11:00:00-03:00,Fernando Henrique Cardoso,Thais Bilenky,did_not_win,true
ko-293,2021-03-19T10:36:00-03:00,,Fernando de Barros e Silva,did_not_win,false
ko-293,2021-03-19T10:36:00-03:00,,José Roberto de Toledo,winner,false
ko-293,2021-03-19T10:36:00-03:00,,Thais Bilenky,did_not_win,false
ko-291,2021-03-26T10:35:00-03:00,Gustavo Franco,Fernando de Barros e Silva,did_not_win,false
ko-291,2021-03-26T10:35:00-03:00,Gustavo Franco,José Roberto de Toledo,did_not_win,false
ko-291,2021-03-26T10:35:00-03:00,Gustavo Franco,Thais Bilenky,did_not_win,false
ko-290,2021-04-02T10:30:00-03:00,Cristiane Brasil,Fernando de Barros e Silva,did_not_win,true
ko-290,2021-04-02T10:30:00-03:00,Cristiane Brasil,José Roberto de Toledo,did_not_win,true
ko-290,2021-04-02T10:30:00-03:00,Cristiane Brasil,Thais Bilenky,winner,true
ko-289,2021-04-09T10:45:00-03:00,Tasso Jereissati,Fernando de Barros e Silva,did_not_win,true
ko-289,2021-04-09T10:45:00-03:00,Tasso Jereissati,José Roberto de Toledo,winner,true
ko-289,2021-04-09T10:45:00-03:00,Tasso Jereissati,Thais Bilenky,did_not_win,true
ko-288,2021-04-16T10:18:00-03:00,Michelle Bolsonaro,Fernando de Barros e Silva,did_not_win,false
ko-288,2021-04-16T10:18:00-03:00,Michelle Bolsonaro,José Roberto de Toledo,did_not_win,false
ko-288,2021-04-16T10:18:00-03:00,Michelle Bolsonaro,Thais Bilenky,did_not_win,false
ko-287,2021-04-23T10:18:00-03:00,Magno Malta,Fernando de Barros e Silva,did_not_win,false
ko-287,2021-04-23T10:18:00-03:00,Magno Malta,José Roberto de Toledo,did_not_win,false
ko-287,2021-04-23T10:18:00-03:00,Magno Malta,Thais Bilenky,did_not_win,false
ko-286,2021-04-30T11:03:00-03:00,Acelino Popó Freitas,Fernando de Barros e Silva,did_not_win,true
ko-286,2021-04-30T11:03:00-03:00,Acelino Popó Freitas,José Roberto de Toledo,winner,true
ko-286,2021-04-30T11:03:00-03:00,Acelino Popó Freitas,Thais Bilenky,did_not_win,true
ko-285,2021-05-07T10:21:00-03:00,Fábio Porchat,Fernando de Barros e Silva,winner,true
ko-285,2021-05-07T10:21:00-03:00,Fábio Porchat,José Roberto de Toledo,did_not_win,true
ko-285,2021-05-07T10:21:00-03:00,Fábio Porchat,Thaís Oyama,did_not_win,true
ko-284,2021-05-14T10:26:00-03:00,Fernando Bezerra Coelho,Fernando de Barros e Silva,did_not_win,true
ko-284,2021-05-14T10:26:00-03:00,Fernando Bezerra Coelho,José Roberto de Toledo,winner,true
ko-284,2021-05-14T10:26:00-03:00,Fernando Bezerra Coelho,Thais Bilenky,did_not_win,true
ko-283,2021-05-21T10:29:00-03:00,Joyce Hasselmann,Fernando de Barros e Silva,did_not_win,true
ko-283,2021-05-21T10:29:00-03:00,Joyce Hasselmann,José Roberto de Toledo,did_not_win,true
ko-283,2021-05-21T10:29:00-03:00,Joyce Hasselmann,Thais Bilenky,winner,true
